organizationName,organizationNames,description,location,startsOn,endsOn,categoryNames
Amateur Radio Club at UCF,[],"<p>Come on up to ARC's radio shack and talk about ham radio! End time is extremely variable, but there is no requirement for arriving on-time or sticking around for the full length. Typically the earliest we'll leave is 7:00 but we usually run much later. So come swing by, talk about antennas, interesting projects, getting licensed, whatever you're interested in!<br /><br />Location:<br />We're located in the back of the senior design lab, Engineering 1 Room 456a. The door should be propped open but if it isn't please say something on discord.<br /><br />Previous minutes are available here:<br />http://newton.i2lab.ucf.edu/wiki/Category:ARC_minutes_2025<br /><br />Also feel free to chat with us on Discord!<br />https://discord.gg/Ua6CU4Rhtw</p>",Engineering 1 Room 456a,2025-10-30 21:30:00+00:00,2025-10-30 22:30:00+00:00,[]
Tower IV Apartments,"['Tower IV Apartments', 'Housing and Residence Life']","<p>During this program, residents will gather together and paint wooden pumpkins. They will also enjoy free fall-themed snacks and apple cider. Residents will have the chance to engage with one another while also creating a fun craft that they can take home with them.</p>",Tower 4 Lobby,2025-10-30 22:00:00+00:00,2025-10-30 23:00:00+00:00,[]
Pre-Professional Medical Society ,[],"<p data-start=""61"" data-end=""462"">Pre-Professional Medical Society Fall 2025 General Body Meetings!&nbsp;</p>
<p data-start=""61"" data-end=""462""><br data-start=""132"" data-end=""135"" />Join us this Fall for our GBMs where we&rsquo;ll share important announcements, upcoming opportunities, and connect with fellow pre-health students. Each meeting will also feature a special guest speaker&mdash;from healthcare professionals to admissions experts&mdash;offering valuable insight and advice to support your journey into medicine.</p>
<p data-start=""464"" data-end=""584""><br data-start=""482"" data-end=""485"" />**Please check our GroupMe and Instagram regularly for any updates or changes to meeting locations.**</p>",Student Union Room 224,2025-10-30 21:30:00+00:00,2025-10-30 23:30:00+00:00,[]
Best Buddies ,"['Best Buddies ', 'Knights Exemplar']","<p><span style=""font-weight: 400;"">Join Best Buddies and Knights Exemplar for our third annual Halloween party! We are going all out with a spook-tacular party at Memory Mall. BB + KE, and additional organizations will be tabling and passing out candy from their decorated tents. There will be pumpkin painting, candy corn guessing, a mummy wrap game, and a costume contest! Free pizza will be served and (appropriate) costumes are mandatory!&nbsp;</span></p>",Memory Mall Section B,2025-10-30 22:00:00+00:00,2025-10-31 01:00:00+00:00,[]
Color Me Queer,[],"<p>It&rsquo;s officially spooky season, CMQties! 👻<br />In the mood for chill vibes and thrilling movies? We&rsquo;ve got the perfect event for you! Join Color Me Queer for our Chill &amp; Thrill Movie Nights! ❤️🖤🤍<br /><br />Dates &amp; Themes<br />🧙&zwj;♀️Friday, October 10th &ndash; Witch Night<br />✨ Friday, October 24th &ndash; Nostalgia Night<br />🔪 Thursday, October 30th &ndash; Slasher Night<br /><br />⏱️ 6 PM &ndash; 9 PM<br />📍 Pride Commons<br /><br />🎟️ Entry Fee: $5 per movie night<br />💖 Member Discount: $3<br /><br />At the start of each Chill &amp; Thrill week, we&rsquo;ll post a poll on our story so you can vote for the movie we watch!<br /><br />And&hellip; did somebody say raffle? 👀<br />For every movie night you attend, you&rsquo;ll get an entry to win a $25 Amazon Gift Card! The more nights you join us, the better your chances of winning. You don&rsquo;t want to miss out! ✨</p>",Pride Commons,2025-10-30 22:00:00+00:00,2025-10-31 01:00:00+00:00,[]
Tower III Apartments,"['Tower III Apartments', 'Housing and Residence Life']","<p>We are going to have plastic pumpkins and art supplies for residents to decorate and make their own pumpkin while watching It's The Great Pumpkin, Charlie Brown. They will be able to engage with each other and show off their decorating art skills.</p>",Tower 3 Lobby,2025-10-30 23:00:00+00:00,2025-10-31 01:00:00+00:00,[]
National Student Speech Language Hearing Association (NSSLHA) - Orlando,[],"<p>We are excited to have you attend the upcoming&nbsp;<strong><u>virtual</u></strong>&nbsp;open house to learn about the USC Master of Science in Speech-Language Pathology-Fall 2026 Admissions.</p>
<p><strong>When: </strong>Thursday, October 30th, 2025 8-9pm<em> (*the website says 5-6pm pacific time, for us it is 8-9pm eastern standard time.&nbsp;</em></p>
<p><strong>RSVP</strong>: Please RSVP on Knight Connect</p>
<p><strong>Attire:</strong>&nbsp;Appropriate attire</p>
<p><strong>Credit:</strong>&nbsp;1 hour</p>
<p><strong>Bonus:</strong>&nbsp;Show your NSSLHA Spirit! Wear your 2025 - 2026 NSSLHA gear (shirt, show your sticker, etc...) to be awarded an additional hour, or past NSSLHA gear for an additional 30 minutes</p>
<p><strong>Attendance Form:&nbsp;</strong>Please fill out&nbsp;this link&nbsp;no later than 24 hours after the event to receive credit!</p>
<p><em>In order to receive credit, you must RSVP on KnightConnect, and complete the attendance form. Please do so within 24 hours of the event to ensure an accurate record of your hours! Please be sure to update your RSVP status if you can no longer attend the event or you will be deducted the number of hours you would have gained at the event*</em></p>
<p><strong>Corresponding Officer:</strong>&nbsp;Karilyn Brudzinski,&nbsp;<a href=""mailto:graduate.ucfnsslha@gmail.com"">graduate.ucfnsslha@gmail.com</a></p>",Online,2025-10-31 00:00:00+00:00,2025-10-31 01:00:00+00:00,[]
Amateur Radio Club at UCF,[],"<p>Interested in radio? Interested in antennas? Have too much time on your hands, or can't afford to buy an expensive antenna? Or maybe you just want to stop by and talk about something vaguely radio-related. Well, do we have an event for you!<br /><br />We have a handful of VHF antenna designs to help get you started, several knowledgeable people, and a bunch of supplies. We've also got more larger projects than you can shake an antenna at! From SDRs, to Meshtastic, to Sat-comms, and more, If you have any interest at all in anything to do with radio, we probably have a project relating to it and folks who can help.<br /><br />For an eternally incomplete list of projects, see the front page of our wiki:<br />http://newton.i2lab.ucf.edu/wiki/ARCatUCF<br />Don't know what half of that stuff is? We're more than happy to teach you all we can about it!<br /><br />https://discord.gg/bGkTTTrNdP<br />(If there's a particular project you want to do, make sure to let us know prior at any of our meetings or on discord.)</p>",BA1 115,2025-10-31 21:30:00+00:00,2025-10-31 22:30:00+00:00,[]
Towers I Apartments,"['Towers I Apartments', 'Housing and Residence Life']",<p>Celebrating with residents and giving them a chance to engage during Halloween!</p>,Tower 1 Lobby (1st Floor),2025-10-31 23:00:00+00:00,2025-11-01 00:00:00+00:00,[]
Society of Themed Entertainment Engineers and Leaders ,[],<p>Come join us for a fun night of scares!! We'll meet at 6PM by the Universal Globe in Universal Studios. We can't wait to see you there!</p>,By Universal Globe in Universal Studios,2025-10-31 22:00:00+00:00,2025-11-01 03:45:00+00:00,[]
Best Buddies ,"['Alpha Tau Omega Fraternity', 'Delta Delta Delta Fraternity', 'Best Buddies ']","<p><span style=""font-weight: 400;"">Join Best Buddies and ATO and TriDelt for a fun field day! We will have multiple field games to choose from, as well as drinks and snacks. Dress comfortably for some physical activity! There is some parking at the house, and garage H is the next closest parking for those driving :)</span></p>",Alpha Tau Omega House,2025-11-01 15:00:00+00:00,2025-11-01 17:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us at Faith United Methodist Church every Sunday for worship starting at 10:00 a.m.&nbsp;</p>
<p>&nbsp;</p>
<p>Faith UMC shares our mission to alleviate poverty, and we are so excited to partner with their community. Rev. Erwin Lopez will serve as pastor and preach every Sunday.&nbsp;</p>
<p>&nbsp;</p>
<p>A bus will leave from the Wesley Foundation on UCF Campus at 9:15 a.m. to transport those needed to Faith UMC. Immediately following the service, a free brunch will be provided! Hope to see you there!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",Faith United Methodist Church,2025-11-02 15:00:00+00:00,2025-11-02 16:00:00+00:00,[]
Video Game Music Ensemble @UCF,[],"<p>Come watch the&nbsp;Video Game Music Ensemble @UCF perform music from a variety of video games, new and old! On Sunday, November 2nd, we will be performing several new arrangements from various styles of music, some of which you may recognize from your favorite video games!&nbsp;</p>
<p>Sunday, November 2nd, 2025<br class=""html-br"" />UCF Student Union - Pegasus Ballroom<br class=""html-br"" />5:00 PM<br class=""html-br"" />Free, no ticket required</p>",UCF Pegasus Ballroom,2025-11-02 22:00:00+00:00,2025-11-02 23:00:00+00:00,[]
Student Academic Resource Center ,[],"<p>This is a supportive, strategy-packed workshop that helps you reconnect with your goals, build resilience, and develop habits that keep you moving forward even when motivation dips.</p>",Online,2025-11-03 16:00:00+00:00,2025-11-03 17:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us for a space where college students can explore important topics that college may not necessarily teach. Each topic is thoughtfully curated to help students navigate the challenges of college life and prepare for life after graduation.</p>
<p><br />Brunch and Learn is inspired by the King Center&rsquo;s&nbsp;<em data-stringify-type=""italic"">Lunch and Learn</em>&nbsp;series and its focus on gathering information and educating ourselves. It is also shaped by the United Methodist emphasis on being a faith of both heart and mind.</p>
<p>&nbsp;</p>
<p>While you learn valuable lessons, enjoy a free brunch on us.</p>
<ul>
<li aria-level=""2"">11:30 AM &ndash; Eat</li>
<li aria-level=""2"">11:45&ndash;12:30 PM &ndash; Topic Discussion</li>
<li aria-level=""2"">12:30 PM &ndash; Hang out and Q&amp;A</li>
</ul>",Wesley Foundation,2025-11-04 16:30:00+00:00,2025-11-04 17:30:00+00:00,[]
